"Record Number","Record Type","License Name","Address","Expiration Date","Status","Notes","Disciplinary Action",
"AU-R-000909","Marihuana Retailer - License","HARPER VENTURE LLC","16829 HARPER AVE, DETROIT MI 48224","01/27/2024","Active",,,
"AU-ER-003725","Adult-Use Entity Registration - License","The Corner Farmacy, LLC",,"01/26/2025","Active - Main Prequalified",,,
"AU-P-000386","Marihuana Processor - License","Uplyfted","21445 Hoover RD Suite 200, Warren MI 48089","10/07/2023","Active",,,
"AU-P-000382","Marihuana Processor - License","BPMD Realty, LLC","5243 Wayne RD, Battle Creek MI 49037","06/02/2023","Active",,,
"AU-R-000919","Marihuana Retailer - License","West Coast Meds","8620 Lyndon ST, Detroit MI 48238","01/26/2024","Active","Home Delivery - Approved",,
"AU-P-000384","Marihuana Processor - License","OM Processing","1750 E South ST Suite 101, Owosso MI 48867","01/25/2024","Active",,,
"AU-G-B-000241","Class B Marihuana Grower - License","CannaSelect","20349 Waldo RD, Chelsea MI 48118","01/24/2024","Active",,,
"AU-R-000893","Marihuana Retailer - License","Green Tree Relief","553 E. Chicago ST, Coldwater MI 49036","01/09/2024","Active",,,
"AU-R-000913","Marihuana Retailer - License","Kush Kween","2225 E. Genesee AVE, Saginaw MI 48601","01/23/2024","Active",,,
"AU-G-C-001070","Class C Marihuana Grower - License","WLJ Ventures, LLC","3925 Crooked Creek DR Bldg A, Vassar Township MI 48768","01/23/2024","Active",,,
"AU-SC-000134","Marihuana Safety Compliance Facility - License","Carbon Labs","10992 W Jefferson AVE, River Rouge MI 48218","01/20/2024","Active",,,
"AU-R-000917","Marihuana Retailer - License","Liberty Cannabis","2540 Rosa Parks BLVD, Detroit MI 48216","01/20/2024","Active",,,
"AU-ER-003693","Adult-Use Entity Registration - License","Phoenicia Investment Group, LLC",,"01/20/2025","Active - Main Prequalified",,,
"AU-G-C-001090","Class C Marihuana Grower - License","MDMS Group LLC","32200 Dequindre RD Suite B, Warren MI 48092","01/20/2024","Active",,,
"AU-P-000388","Marihuana Processor - License","Freddie's, LLC","10092 N Dort HWY Suite A, Clio MI 48420","02/07/2024","Active",,,
"AU-ER-003738","Adult-Use Entity Registration - License","Pinco Farms LLC",,"01/20/2025","Active - Main Prequalified",,,
"AU-ER-003712","Adult-Use Entity Registration - License","City Gem LLC",,"01/19/2025","Active - Main Prequalified",,,
"AU-ER-003730","Adult-Use Entity Registration - License","GLH Lansing Inc.",,"01/19/2025","Active - Main Prequalified",,,
"AU-R-000910","Marihuana Retailer - License","Remedi, LLC","4898 Bald Mountain RD, Orion Township MI 48359","01/19/2024","Active","Home Delivery - Approved.",,
"AU-ER-003718","Adult-Use Entity Registration - License","Flower 3PL LLC",,"01/19/2025","Active - Main Prequalified",,,
"AU-R-000907","Marihuana Retailer - License","Inhale LLC","15670 East Eight Mile RD, Detroit MI 48205","01/19/2024","Active",,,
"AU-R-000901","Marihuana Retailer - License","LIV Cannabis","12604 E. Jefferson AVE, Detroit MI 48215","01/18/2024","Active",,,
"AU-R-000886","Marihuana Retailer - License","Cookies GR","330 Ann NW ST Suite A, Grand Rapids MI 49504","08/23/2023","Active","Home Delivery - Approved",,
"AU-R-000875","Marihuana Retailer - License","Blooming Buds LLC","116 N 1st ST, Harrisville MI 48740","01/18/2024","Active",,,
"AU-ER-003752","Adult-Use Entity Registration - License","Flaming Dragon, LLC",,"01/18/2025","Active - Main Prequalified",,,
"AU-SC-000136","Marihuana Safety Compliance Facility - License","Delta 9 Testing Laboratories Inc.","815 Wildt ST, Ann Arbor MI 48103","01/17/2024","Active",,,
"AU-ER-003750","Adult-Use Entity Registration - License","13042 Van Dyke LLC",,"01/17/2025","Active - Main Prequalified",,,
"AU-G-C-001069","Class C Marihuana Grower - License","Detroit Flower Grove, Inc","1601 E Grand BLVD Bldg A, Detroit MI 48211","01/17/2024","Active",,,
"AU-ER-003689","Adult-Use Entity Registration - License","SMK Greens, LLC",,"01/17/2025","Active - Main Prequalified",,,
"AU-G-C-001068","Class C Marihuana Grower - License","Detroit Flower Grove, Inc","1601 E Grand BLVD Bldg A, Detroit MI 48211","01/17/2024","Active",,,
"AU-ER-003735","Adult-Use Entity Registration - License","TAJS, LLC",,"01/17/2025","Active - Main Prequalified",,,
"AU-G-C-001091","Class C Marihuana Grower - License","Evolution Grow Company","1060 River Road West, Battle Creek MI 49037","02/10/2024","Active",,,
"AU-G-C-001063","Class C Marihuana Grower - License","Monroe Dispo, LLC","900 Ladd RD, Walled Lake MI 48390","01/17/2024","Active",,,
"AU-ER-003631","Adult-Use Entity Registration - License","Boone Labs Inc.",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000877","Marihuana Retailer - License","TheCalmic LLC","414 North Main ST, Cheboygan MI 49721","03/03/2024","Active",,,
"AU-R-000883","Marihuana Retailer - License","Highwire Farms","363 N. Willowbrook Rd., Coldwater MI 49036","04/29/2024","Active",,,
"AU-ER-003709","Adult-Use Entity Registration - License","Smith’s Loud House LLC",,"01/13/2025","Active - Main Prequalified",,,
"AU-R-000874","Marihuana Retailer - License","420 Shore","1839 Peck ST Suite B, Muskegon MI 49441","01/13/2024","Active","Home Delivery - Approved",,
"AU-R-000904","Marihuana Retailer - License","Leaf and Bud","14470 Livernois AVE Suite A, Detroit MI 48238","01/13/2024","Active","Home Delivery - Approved",,
"AU-R-000858","Marihuana Retailer - License","420 Satori LLC","2918 Blue Star HWY, Douglas MI 49406","01/13/2024","Active",,,
"AU-R-000892","Marihuana Retailer - License","Prosper Cannabis Company","201 Clark ST Suite B, Wayland MI 49348","03/03/2024","Active",,,
"AU-MEO-000171","Marihuana Event Organizer - License","Juniper Grove, LLC",,"01/12/2024","Active",,,
"AU-G-C-001041","Class C Marihuana Grower - License","Giving Tree Gardens","540 S. Center ST, Adrian MI 49221","11/24/2023","Active",,,
"AU-R-000888","Marihuana Retailer - License","Exclusive Oxford","850 S Glaspie ST, Oxford MI 48371","12/27/2023","Active",,,
"AU-G-C-001034","Class C Marihuana Grower - License","Happy Buds, LLC","929 Elliot ST, Albion MI 49224","01/12/2024","Active",,,
"AU-ER-003729","Adult-Use Entity Registration - License","Whitehall Property Group LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000911","Marihuana Retailer - License","Plan B Wellness Center, LLC","20101 W. Eight Mile RD, Detroit MI 48219","01/10/2024","Active",,,
"AU-ER-003710","Adult-Use Entity Registration - License","LAJA Investments 2 LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-001080","Class C Marihuana Grower - License","Pure Source","23230 Amber AVE, Warren MI 48089","11/10/2023","Active",,,
"AU-R-000912","Marihuana Retailer - License","The Remedy Detroit, LLC","20041 W. Eight Mile RD, Detroit MI 48219","01/10/2024","Active",,,
"AU-R-000914","Marihuana Retailer - License","Nuggets Detroit LLC","18270 Telegraph RD Suite A, Detroit MI 48219","01/10/2024","Active","Home Delivery - Approval",,
"AU-G-C-001052","Class C Marihuana Grower - License","Cloud Cover","1209 Tech DR, Webberville MI 48892","02/10/2024","Active",,,
"AU-R-000903","Marihuana Retailer - License","Herbology Cannabis Co Detroit","471 Schaefer HWY Bldg, Detroit MI 48217","01/09/2024","Active",,,
"AU-R-000882","Marihuana Retailer - License","Exclusive Gaylord","1385 W Main ST, Gaylord MI 49735","12/27/2023","Active",,,
"AU-G-B-000242","Class B Marihuana Grower - License","Wilder Pharms","4401 Ace Commercial CT Bldg, Bay City MI 48706","01/06/2024","Active",,,
"AU-R-000876","Marihuana Retailer - License","House of Dank Ypsilanti","80 Ecorse RD, Ypsilanti MI 48198","07/09/2023","Active",,,
"AU-P-000373","Marihuana Processor - License","Flavor Galaxy LLC","21015 John R RD, HAZEL PARK MI 48030","01/06/2024","Active",,,
"AU-ER-003690","Adult-Use Entity Registration - License","SANDDS MERIDIAN LLC",,"01/06/2025","Active - Main Prequalified",,,
"AU-ER-003723","Adult-Use Entity Registration - License","Tarantula Genetics, LLC",,"01/06/2025","Active - Main Prequalified",,,
"AU-ER-003633","Adult-Use Entity Registration - License","Flint Canna Co LLC",,"01/06/2025","Active - Main Prequalified",,,
"AU-R-000902","Marihuana Retailer - License","THC Detroit","19533 West Warren AVE, Detroit MI 48228","01/06/2024","Active",,,
"AU-ER-003692","Adult-Use Entity Registration - License","So Good, LLC",,"01/05/2025","Active - Main Prequalified",,,
"AU-ER-002900","Adult-Use Entity Registration - License","The Joint Consumption Lounge",,"01/05/2025","Active - Main Prequalified",,,
"AU-ER-003474","Adult-Use Entity Registration - License","Buda Transportation",,"01/05/2025","Active - Main Prequalified",,,
"AU-R-000894","Marihuana Retailer - License","House of Dank Michigan, LLC","3340 E. 8 Mile RD, Detroit MI 48234","01/05/2024","Active","Home Delivery - Approved",,
"AU-R-000885","Marihuana Retailer - License","Firelight and Co., LLC","918 CR 480, Marquette MI 49855","01/04/2024","Active",,,
"AU-R-000889","Marihuana Retailer - License","Cloud Cannabis Detroit","16001 Mack AVE, Detroit MI 48224","01/04/2024","Active",,,
"AU-R-000896","Marihuana Retailer - License","House of Zen","14501 Mack Avenue ST, Detroit MI 48215","01/04/2024","Active",,,
"AU-R-000897","Marihuana Retailer - License","Detroit Herbal Center LLC","14325 Wyoming ST, Detroit MI 48238","01/04/2024","Active",,,
"AU-R-000879","Marihuana Retailer - License","Luxury Loud Detroit","2520 22ND ST, Detroit MI 48216","06/03/2023","Active",,,
"AU-ER-003620","Adult-Use Entity Registration - License","Botanical Greens INC",,"01/04/2025","Active - Main Prequalified",,,
"AU-ER-003728","Adult-Use Entity Registration - License","GSIN CAPITAL CORP",,"01/04/2025","Active - Main Prequalified",,,
"AU-ER-003591","Adult-Use Entity Registration - License","Just Grow Company, LLC",,"01/04/2025","Active - Main Prequalified",,,
"AU-ER-003726","Adult-Use Entity Registration - License","HaMakor MI LLC",,"01/04/2025","Active - Main Prequalified",,,
"AU-ER-003584","Adult-Use Entity Registration - License","Honeycomb Distribution, Inc.",,"01/04/2025","Active - Main Prequalified",,,
"AU-R-000878","Marihuana Retailer - License","Recweed","7812 Portage RD, Portage MI 49002","01/03/2024","Active",,,
"AU-G-C-001082","Class C Marihuana Grower - License","LANSING PROS INC.","22550 NAGEL ST, WARREN MI 48089","01/03/2024","Active",,,
"AU-G-C-001096","Class C Marihuana Grower - License","Private Stock Cannabis, LLC","21445 Hoover RD Suite 220, Warren MI 48089","06/23/2023","Active",,,
"AU-G-C-001095","Class C Marihuana Grower - License","Private Stock Cannabis, LLC","21445 Hoover RD Suite 220, Warren MI 48089","06/23/2023","Active",,,
"AU-R-000895","Marihuana Retailer - License","House of Dank 2","3394 S Fort ST, Detroit MI 48217","01/03/2024","Active","Home Delivery - Approved",,
"AU-R-000887","Marihuana Retailer - License","DACUT","12668 Gratiot AVE, Detroit MI 48205","01/03/2024","Active",,,
"AU-ER-003670","Adult-Use Entity Registration - License","Mint Mt. Pleasant, LLC",,"01/03/2025","Active - Main Prequalified",,,
"AU-ER-003727","Adult-Use Entity Registration - License","HanKo  Holdings, LLC",,"01/03/2025","Active - Main Prequalified",,,
"AU-ER-003700","Adult-Use Entity Registration - License","HP Processing LLC",,"01/03/2025","Active - Main Prequalified",,,
"AU-ER-003520","Adult-Use Entity Registration - License","SSNB LLC",,"01/03/2025","Active - Main Prequalified",,,
"AU-P-000366","Marihuana Processor - License","710 Labs","1721 W Pleasant Street ST, River Rouge MI 48218","11/09/2023","Active",,,
"AU-ER-003525","Adult-Use Entity Registration - License","GJAPNUNA LLC",,"12/29/2024","Active - Main Prequalified",,,
"AU-G-EX-000350","Excess Marihuana Grower - License","Driven Grow LLC","10925 Bruun TRL, Frederic MI 49733","02/19/2024","Active",,,
"AU-ER-003716","Adult-Use Entity Registration - License","Jonah 222 LLC",,"12/28/2024","Active - Main Prequalified",,,
"AU-ER-003717","Adult-Use Entity Registration - License","Christian 22 LLC",,"12/28/2024","Active - Main Prequalified",,,
"AU-ER-003608","Adult-Use Entity Registration - License","Kheti, LLC",,"12/28/2024","Active - Main Prequalified",,,
"AU-ER-003654","Adult-Use Entity Registration - License","Royal Flower LLC",,"12/28/2024","Active - Main Prequalified",,,
"AU-P-000362","Marihuana Processor - License","Cloud Cover","1223 Tech DR, Webberville MI 48892","12/27/2023","Active",,,
"AU-P-000371","Marihuana Processor - License","317 Extracts","81 Enterprise DR Suite C, Vassar MI 48768","12/27/2023","Active",,,
"AU-R-000861","Marihuana Retailer - License","Exclusive Lowell","2384 W Main St SE, Lowell MI 49331","12/27/2023","Active","Home Delivery - Approved",,
"AU-R-000852","Marihuana Retailer - License","Hasheesh","548 S State ST, Big Rapids MI 49307","12/27/2023","Active",,,
"AU-R-000863","Marihuana Retailer - License","Exclusive Coldwater","599 E. Chicago ST, Coldwater MI 49036","12/27/2023","Active","Home Delivery - Approved",,
"AU-ER-003674","Adult-Use Entity Registration - License","Working Class Grass LLC",,"12/27/2024","Active - Main Prequalified",,,
"AU-ER-003262","Adult-Use Entity Registration - License","Kalli Budz Producer / Processor, Inc",,"12/27/2024","Active - Main Prequalified",,,
"AU-ER-003705","Adult-Use Entity Registration - License","Kenzy Holdings II, LLC",,"12/27/2024","Active - Main Prequalified",,,
"AU-ER-003714","Adult-Use Entity Registration - License","Lourdy 22 LLC",,"12/22/2024","Active - Main Prequalified",,,
"AU-ER-003531","Adult-Use Entity Registration - License","MATTIC REAL ESTATE INVESTMENT LLC",,"12/22/2024","Active - Main Prequalified",,,
"AU-P-000363","Marihuana Processor - License","High Grade Michigan","701 E South Street Suite 150, Lansing MI 48910","04/07/2024","Active",,,
"AU-ER-003648","Adult-Use Entity Registration - License","Bay Shore Development Group, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-R-000864","Marihuana Retailer - License","WAKY WILLY CANNABIS CO.","4373 E. WILDER RD, BAY CITY MI 48706","12/22/2023","Active",,,
"AU-ER-003694","Adult-Use Entity Registration - License","Alpha Brandz LLC",,"12/22/2024","Active - Main Prequalified",,,
"AU-ER-003701","Adult-Use Entity Registration - License","Crave Monroe, LLC",,"12/22/2024","Active - Main Prequalified",,,
"AU-ER-003593","Adult-Use Entity Registration - License","S. Stevens and Wright, LLC",,"12/22/2024","Active - Main Prequalified",,,
"AU-ER-003642","Adult-Use Entity Registration - License","Top Notch Dispensary, INC.",,"12/22/2024","Active - Main Prequalified",,,
"AU-SC-000133","Marihuana Safety Compliance Facility - License","Lab Link Testing LLC","711 West 13 Mile RD Suite 900, Madison Heights MI 48071","12/22/2023","Active",,,
"AU-G-B-000237","Class B Marihuana Grower - License","Express Two N, Inc.","3896 Crooked Creek, Vassar MI 48768","12/21/2023","Active",,,
"AU-ER-003687","Adult-Use Entity Registration - License","Schaefer Cannabis, LLC",,"12/21/2024","Active - Main Prequalified",,,
"AU-ER-003561","Adult-Use Entity Registration - License","1385 S. Huron Retail, LLC",,"12/21/2024","Active - Main Prequalified",,,
"AU-ER-003260","Adult-Use Entity Registration - License","Grand Traverse Band Cannabis Company, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-003617","Adult-Use Entity Registration - License","1818 Enterprises LLC",,"12/21/2024","Active - Main Prequalified",,,
"AU-R-000841","Marihuana Retailer - License","WV Retailer LLC","8277 Arnt BLVD, Watervliet MI 49098","12/21/2023","Active",,,
"AU-ER-003632","Adult-Use Entity Registration - License","Nature's Roots, LLC",,"12/21/2024","Active - Main Prequalified",,,
"AU-ER-003596","Adult-Use Entity Registration - License","Mars Herbs LLC",,"12/21/2024","Active - Main Prequalified",,,
"AU-ER-003681","Adult-Use Entity Registration - License","MAKD, LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-ER-003630","Adult-Use Entity Registration - License","Crooked Ladder Inc",,"12/21/2024","Active - Main Prequalified",,,
"AU-ER-003607","Adult-Use Entity Registration - License","Valhalla Secure Transport, llc",,"12/21/2024","Active - Main Prequalified",,,
"AU-ER-003707","Adult-Use Entity Registration - License","HEVO4 LLC",,"12/31/2099","Active - Main Prequalified",,,
"AU-G-C-001047","Class C Marihuana Grower - License","SSMGLO LLC","1504 Cumberland ST, Saginaw MI 48601","12/20/2023","Active",,,
"AU-ER-003676","Adult-Use Entity Registration - License","420 On The Road LLC",,"12/20/2024","Active - Main Prequalified",,,
"AU-ER-003665","Adult-Use Entity Registration - License","PEOPLE OF COLOR CANNA LLC",,"12/20/2024","Active - Main Prequalified",,,
"AU-G-C-001046","Class C Marihuana Grower - License","Sour Flower Organics, LLC","51956 44th ST, Paw Paw MI 49079","12/20/2023","Active",,,
"AU-P-000361","Marihuana Processor - License","Peninsula Agriculture, LLC","3171 Alabaster RD, Tawas City MI 48763","06/22/2023","Active",,,
"AU-ER-003636","Adult-Use Entity Registration - License","Vlasic Extracts LLC",,"12/20/2024","Active - Main Prequalified",,,
"AU-P-000375","Marihuana Processor - License","Tripp Provisions, LLC","4116 17 Mile RD NE Suite P, Cedar Springs MI 49319","12/20/2023","Active",,,
"AU-ER-003656","Adult-Use Entity Registration - License","Karma Farm LLC",,"12/20/2024","Active - Main Prequalified",,,
