"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"GR-C-001167","Class C Grower – License","Sugar Leaf Properties I LLC","51906 Burlington RD, Marcellus MI 49067","06/22/2023","Active",,,
"GR-C-001166","Class C Grower – License","Sugar Leaf Properties I, LLC","51906 Burlington RD, Marcellus MI 49067","06/22/2023","Active",,,
"ERG-004548","Entity Prequalification","HEVO1 LLC",,"07/28/2024","Active - Main Applicant",,,
"ERG-004529","Entity Prequalification","Real Ventures, LLC",,"07/27/2024","Active - Main Applicant",,,
"ERG-004547","Entity Prequalification","Stratospheric Research, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-004549","Entity Prequalification","3 Green, LLC",,"07/27/2024","Active - Main Applicant",,,
"ERG-004545","Entity Prequalification","Arctic Fox LLC",,"07/27/2024","Active - Main Applicant",,,
"PC-000814","Provisioning Center - License","Pure Roots","5805 Beckley RD, Battle Creek MI 49015","01/17/2023","Closed",,,
"ERG-004532","Entity Prequalification","Brady Green LLC",,"07/26/2024","Active - Main Applicant",,,
"ERG-004520","Entity Prequalification","Humboldt Grow, LLC",,"07/26/2024","Active - Main Applicant",,,
"PC-000798","Provisioning Center - License","Skymint - District Park","2900 South Division AVE, Grand Rapids MI 49548","06/11/2023","Active",,,
"ERG-004544","Entity Prequalification","Kalli Budz Producer / Processor, Inc",,"07/25/2024","Active - Main Applicant",,,
"ERG-004546","Entity Prequalification","HZ Detroit Holdings 2, LLC",,"07/25/2024","Active - Main Applicant",,,
"GR-C-001224","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001223","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001217","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001222","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001221","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001220","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001219","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001218","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001216","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001215","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001178","Class C Grower – License","TriMed Farm","1271 Eden WAY, Chesaning MI 48616","01/23/2024","Active",,,
"GR-C-001226","Class C Grower – License","TriMed Farm","1271 Eden WAY, Chesaning MI 48616","01/23/2024","Active",,,
"PC-000810","Provisioning Center - License","Sativa Rose, LLC","5730 E 8 Mile Road RD, Detroit MI 48234","07/20/2023","Active",,,
"GR-C-001214","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001213","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001212","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001211","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001210","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001209","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001208","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001207","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"ERG-004543","Entity Prequalification","Cangrow, LLC",,"07/19/2024","Active - Main Applicant",,,
"GR-A-000226","Class A Grower – License","Great Lakes Cannabis Management Group, LLC","7919 E. 56th ST, Chase MI 49623","07/19/2023","Active",,,
"GR-C-001129","Class C Grower – License","Westfield Group, LLC","13300 Foley ST, Detroit MI 48227","07/19/2023","Active",,,
"GR-C-001206","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-A-000235","Class A Grower – License","Anthos","901 Wayne ST Suite 6, Niles MI 49120","05/24/2023","Active",,,
"PC-000805","Provisioning Center - License","Classic Roots Farm","1115 Corunna AVE, Owosso MI 48867","11/18/2023","Active","Approved",,
"GR-C-001044","Class C Grower – License","Deep Roots by Creek, LLC","4363 W. Shaffer RD, Coleman MI 48618","07/14/2023","Active",,,
"ERG-004539","Entity Prequalification","TIZB, LLC",,"07/13/2024","Active - Main Applicant",,,
"ERG-004540","Entity Prequalification","Distro 10 Inc.",,"12/31/2099","Active - Main Applicant",,,
"PC-000811","Provisioning Center - License","JARS Cannabis","1207 E. Pickard RD, Mt Pleasant MI 48858","07/13/2023","Active","Approved",,
"SC-000033","Safety Compliance - License","Enviro Analytical LLC","4150 Arrow Street, Oscoda MI 48750","07/13/2023","Active",,,
"PR-000263","Processor - License","Premier Concentrates","7266 Cain RD, Jackson MI 49201","02/21/2024","Active",,,
"ERG-004518","Entity Prequalification","RJ French Holdings LLC",,"07/12/2024","Active - Main Applicant",,,
"ERG-004534","Entity Prequalification","CSAB Green LLC",,"07/12/2024","Active - Main Applicant",,,
"ERG-004538","Entity Prequalification","GPKR Holdings LLC",,"07/12/2024","Active - Main Applicant",,,
"GR-C-001225","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001205","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001204","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001203","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"PR-000213","Processor - License","JIS, LLC","2100 South Washington AVE Suite 53C, Lansing MI 48910","10/25/2023","Active",,,
"GR-C-001202","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001201","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001200","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"GR-C-001199","Class C Grower – License","Pink Dragon, LLC","16113 16 Mile RD, LeRoy MI 49655","07/12/2023","Active",,,
"ERG-004535","Entity Prequalification","Green Buddha IV, LLC",,"07/07/2024","Active - Main Applicant",,,
"GR-C-001163","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2023","Active",,,
"GR-C-001148","Class C Grower – License","nuEra Michicigan","1268 Arbogast RD, Union City MI 49094","06/23/2023","Active",,,
"GR-C-001172","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2023","Active",,,
"GR-C-001171","Class C Grower – License","Union City Holding LLC","648 Mendon RD, Union City MI 49094","07/07/2023","Active",,,
"GR-C-001155","Class C Grower – License","Nuera Michigan","1268 Arbogast RD, Union City MI 49094","06/23/2023","Active",,,
"ERG-004528","Entity Prequalification","High Society Wellness LLC",,"07/07/2024","Active - Main Applicant",,,
"ERG-004533","Entity Prequalification","Healthy Labs, LLC",,"07/07/2024","Active - Main Applicant",,,
"GR-A-000233","Class A Grower – License","TC Gardens LLC","2736 Edsel, Inkster MI 48141","07/06/2023","Active",,,
"PC-000807","Provisioning Center - License","JARS Cannabis","1801 Peck ST, Muskegon MI 49441","07/05/2023","Active","Approved",,
"PC-000801","Provisioning Center - License","Nobody's Home","90 W. Main ST, Benton Harbor MI 49022","07/01/2023","Active",,,
"ERG-004508","Entity Prequalification","JBM Capital, LLC",,"06/30/2024","Active - Main Applicant",,,
"ERG-004441","Entity Prequalification","State Genetics, LLC",,"06/30/2024","Active - Main Applicant",,,
"PR-000304","Processor - License","Regency Specialties Inc.","23705 Regency Park, Warren MI 48089","10/01/2023","Active",,,
"SC-000035","Safety Compliance - License","SC Labs","27610 College Park DR Unit C, Warren MI 48088","06/28/2023","Active",,,
"GR-C-001153","Class C Grower – License","HGZ Group, LLC","9147 N. Chippewa RD, Coleman MI 48618","06/02/2023","Active",,,
"GR-C-001152","Class C Grower – License","HGZ Group, LLC","9147 N. Chippewa RD, Coleman MI 48618","06/02/2023","Active",,,
"GR-C-001151","Class C Grower – License","HGZ Group, LLC","9147 N. Chippewa RD, Coleman MI 48618","06/02/2023","Active",,,
"ERG-004476","Entity Prequalification","Cloud 9 In The D, LLC",,"06/27/2024","Active - Main Applicant",,,
"ERG-004525","Entity Prequalification","MPM-R VIII LLC",,"06/27/2024","Active - Main Applicant",,,
"ERG-004524","Entity Prequalification","MPM-R IX LLC",,"06/27/2024","Active - Main Applicant",,,
"ERG-004523","Entity Prequalification","MPM-R Warren, LLC",,"06/27/2024","Active - Main Applicant",,,
"ERG-004522","Entity Prequalification","FB Lapeer PRV LLC",,"06/27/2024","Active - Main Applicant",,,
"ERG-004469","Entity Prequalification","Hypothic, Inc.",,"06/27/2024","Active - Main Applicant",,,
"GR-C-001177","Class C Grower – License","Oceana Gardens","2514 S. 186TH AVE, Hesperia MI 49421","05/24/2023","Active",,,
"GR-C-001176","Class C Grower – License","Oceana Gardens","2514 S. 186TH AVE, Hesperia MI 49421","05/24/2023","Active",,,
"GR-C-001136","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001144","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001143","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001142","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001141","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001140","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"PC-000804","Provisioning Center - License","Thanos, LLC","314 Munson Avenue, Traverse City MI 49686","06/24/2023","Active",,,
"GR-C-001139","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001138","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001137","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001133","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001134","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001135","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/24/2023","Active",,,
"GR-C-001173","Class C Grower – License","Oceana Gardens","2514 S. 186TH AVE, Hesperia MI 49421","05/24/2023","Active",,,
"GR-C-001174","Class C Grower – License","Oceana Gardens","2514 S. 186TH AVE, Hesperia MI 49421","05/24/2023","Active",,,
"GR-C-001175","Class C Grower – License","Oceana Gardens","2514 S. 186TH AVE, Hesperia MI 49421","05/24/2023","Active",,,
"ERG-004526","Entity Prequalification","WGL Processing, LLC",,"06/23/2024","Active - Main Applicant",,,
"GR-C-001146","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/23/2023","Active",,,
"GR-C-001145","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/23/2023","Active",,,
"GR-C-001156","Class C Grower – License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","06/23/2023","Active",,,
"GR-C-001159","Class C Grower – License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","06/23/2023","Active",,,
"GR-C-001158","Class C Grower – License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","06/23/2023","Active",,,
"GR-C-001157","Class C Grower – License","Wise Guys Farms LLC","8747 E Pere Marquette RD, Clare MI 48617","06/23/2023","Active",,,
"PC-000808","Provisioning Center - License","JARS Cannabis","15519 South Telegraph RD, Monroe MI 48161","04/21/2024","Active","Approved",,
"GR-C-001132","Class C Grower – License","Alchemy Wellness, LLC","21319 Kelsey Lake ST, Cassopolis MI 49031","06/22/2023","Active",,,
"GR-C-001102","Class C Grower – License","Utopia Farms LLC","4404 Oakman BLVD, Detroit MI 48204","06/22/2023","Active",,,
"ERG-004527","Entity Prequalification","NU Group, LLC",,"06/22/2024","Active - Main Applicant",,,
"GR-C-001150","Class C Grower – License","HGZ Group, LLC","9147 N. Chippewa RD, Coleman MI 48618","06/02/2023","Active",,,
"GR-C-001149","Class C Grower – License","HGZ Group, LLC","9147 N. Chippewa RD, Coleman MI 48618","06/02/2023","Active",,,
"GR-C-001107","Class C Grower – License","TriMed Farm","1271 Eden WAY, Chesaning MI 48616","01/23/2024","Active",,,
"GR-C-001106","Class C Grower – License","TriMed Farm","1271 Eden WAY, Chesaning MI 48616","01/23/2024","Active",,,
"GR-C-001130","Class C Grower – License","TriMed Farm","1271 Eden WAY, Chesaning MI 48616","01/23/2024","Active",,,
"GR-C-001131","Class C Grower – License","TriMed Farm","1271 Eden WAY, Chesaning MI 48616","01/23/2024","Active",,,
"ERG-004501","Entity Prequalification","Highland Farms Industries, LLC",,"06/16/2024","Active - Main Applicant",,,
"ERG-004519","Entity Prequalification","Lenox Operations Group, LLC",,"06/16/2024","Active - Main Applicant",,,
"PC-000763","Provisioning Center - License","Green Genie 3, Inc","20046 W Warren AVE, Detroit MI 48228","06/15/2023","Active",,,
"PR-000297","Processor - License","Utopia Extracts LLC","12829 Artesian BLVD, Detroit MI 48223","06/15/2023","Active",,,
"GR-C-001082","Class C Grower – License","Vassar Tech Farms LLC","4855 Oak RD Suite B, Vassar MI 48768","06/15/2023","Active",,,
"GR-C-001081","Class C Grower – License","Vassar Tech Farms LLC","4855 Oak RD Suite B, Vassar MI 48768","06/15/2023","Active",,,
"PC-000797","Provisioning Center - License","Skymint - District Park","1050 East Main ST, Morenci MI 49256","06/11/2023","Active",,,
"GR-C-001161","Class C Grower – License","True North Collective MI","1795 S 200th AVE, Hesperia MI 49421","08/23/2023","Active",,,
"GR-C-001160","Class C Grower – License","True North Collective MI","1795 S 200th AVE, Hesperia MI 49421","08/23/2023","Active",,,
"GR-C-001103","Class C Grower – License","Comco Wellness","8891 Pulaski RD, Concord MI 49237","02/21/2023","Active - Late Renewal",,,
"GR-C-001094","Class C Grower – License","Medicine Man Miracles, LLC","560 East Broadway AVE, Muskegon Heights MI 49444","06/14/2023","Active",,,
"ERG-004517","Entity Prequalification","Global Tree Specialties, LLC",,"06/14/2024","Active - Main Applicant",,,
"PC-000794","Provisioning Center - License","Cannabis Lupus Cafe","300 M-553 Suite 2, Sands Township MI 49855","11/19/2022","Closed",,,
"GR-A-000231","Class A Grower – License","Bean2Green","103 S Essex ST, Kalkaska MI 49646","06/10/2023","Active",,,
"PC-000803","Provisioning Center - License","Pure Roots","515 North Larch ST Suite A, Lansing MI 48912","01/17/2023","Closed","Approved",,
"GR-A-000227","Class A Grower – License","Primo Farms, LLC","1212 S Washington AVE, Lansing MI 48910","06/09/2023","Active",,,
"PC-000790","Provisioning Center - License","Backpack Boyz LLC","6200 E.8 Mile Rd Bldg B AKA 6240 E.8 Mile Rd, Detroit MI 48234","06/09/2024","Active",,,
"GR-C-001089","Class C Grower – License","Aloft Process, Inc","317 Post RD, Buchanan MI 49107","06/09/2023","Closed",,,
"GR-C-001101","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2023","Closed",,,
"GR-C-001100","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2023","Closed",,,
"GR-C-001099","Class C Grower – License","Common Citizen","59242 White Temple RD, Vandalia MI 49095","02/04/2023","Closed",,,
